,id,date,time,timezone,geo,usr_location,text
123,1299857356994613248,2020-08-29,19:51:58,EDT,,At Large,"Thank you sir. We don’t get hurricanes here on the Rolling Plains. 2 hours is the longest power outage in the 6 years we’ve been here. But 2 hours is a long time to be without a/c at 118 degrees. And, I imagine it would add as much to the value of the house as it costs, no?
"
124,1299856271718440960,2020-08-29,19:47:39,EDT,,,"We're not reporting any system-wide outages on our servers, Phil. If you'd like to reply in a DM with your customer number, hosted domain, and details, we'll be happy to take a look at your specific issue. ^T  https://twitter.com/messages/compose?recipient_id=275216908 …
"
125,1299840922016940033,2020-08-29,18:46:40,EDT,,"Mazatlán, Sinaloa, Mexico","During one of these outages Mike decided to try the phone in the kitchen to make his call, but it was dead. Concerned he drove up the road to the local country store and called AT&T's service line.  I believe it went something like this…
"
126,1299840444990402560,2020-08-29,18:44:46,EDT,,"Round Rock, TX","I’m guessing this is what is causing the AT&T internet outage also?
"
127,1299839201245044737,2020-08-29,18:39:50,EDT,,Kuwait,"Desert Night Out.  Started this one back in 2018 after  a power outage destroy my old PC. So this one officially the 1st painting that I made on my 2018 new laptop.  I looked at it on my archive and wondered why haven't I posted this yet.  pic.twitter.com/97yeQP3Zfo
"
128,1299836957380562944,2020-08-29,18:30:55,EDT,,,"Hey @ATT, my internet went out at 9:30am, I was told at 11am that our outage would be an hour and then at 3pm the work was ""90% done and will be complete within 2 hours"". It's 6:30 now and the app says things won't be fixed until 9:15. Do you know how time works?
"
129,1299828085588664320,2020-08-29,17:55:39,EDT,,"Springfield, Missouri","We appreciate your patience! We don’t have a good restoration estimate at this time due to the extent of the outages but know that crews are doing everything they can to get power restored as soon as possible.
"
130,1299826512485666816,2020-08-29,17:49:24,EDT,,"Mountain View, CA","Hi, Hay. Hmm. The Apps Status Dashboard ( http://google.com/appsstatus ) doesn't show any outages at this time. Can you try clearing cache and cookies?
"
131,1299803512461758466,2020-08-29,16:18:01,EDT,,Kenya,"@KenyaPower_Care . Despite frequent calls on 97771, the problem in parts of Sunton-Kasarani haven’t been solved yet. Inadequate power supply most of the time and complete outages at times! The second night we are spending in the dark! Meter no. 37166202285
"
132,1299796929199697921,2020-08-29,15:51:51,EDT,,,"Thank you, We don't want you to feel that way. I'm not seeing an outage in the area. Are you using WiFi at this current time? -Xavier
"
133,1299796667655426059,2020-08-29,15:50:49,EDT,,"Nijverdal, Netherlands ","I have had Kobos for many years and this is the first time I experience an outage like that... but the worst thing is that they don't communicate about it. Better would be to say: ""our servers are down, it could be at least a day. Don't reset your devices, it isn't you!""
"
134,1299793428209897473,2020-08-29,15:37:56,EDT,,support@start.ca,"Hello btheadshots, this has been recognized as an outage as per 9:30am this morning and technicians have been alerted, but at this time we don't have an estimated time of repair.
"
135,1299790894313467904,2020-08-29,15:27:52,EDT,,,"Service credits also need to be automatically applied, we shouldn't have to call in and scream at an underpaid CSR to get credit for days of outages.
"
136,1299781023740448768,2020-08-29,14:48:39,EDT,,,"I sent a dm yesterday but received no reply. There is a still widespread outage in our county. The last estimated time to repair was last night at 8pm. Now there isn't even a time to repair update.
"
137,1299779377023127554,2020-08-29,14:42:06,EDT,,Azeroth,"It’s in southwest Michigan today fun times. Good thing my phone is on @verizon #att #outage
"
138,1299775395747827712,2020-08-29,14:26:17,EDT,,,"@ATTHelp is there an outage in Cary NC? I've literally only had internet for a week through at&t and already it's down. They can't get someone here until late Monday and I work remotely. This is very discouraging.
"
139,1299768175719067649,2020-08-29,13:57:36,EDT,,highway to hell | 16,"that’s so disappointing 😭😭 that happens where i live all the time and it’s so upsetting  at least there isn’t a possibility of a power outage ??? ig lol
"
140,1299763039986741248,2020-08-29,13:37:11,EDT,,Indiana to Washington & Back. ,"Yo @ATT how long does it normally take to get gig service after ordering? I'm about to cancel #Spectrum because they don't care about fixing my services after THEY had an outage.
"
141,1299755017155547138,2020-08-29,13:05:19,EDT,,America,"@ATT Are you're customer service agents refusing to help your customers? Over 27 internet service outages, for two or three minutes at a time, in the last week. You sent me a modem, it didn't help for long. Is your internet that bad, or are your modems junk? 15 yr customer here.
"
142,1299752538162503681,2020-08-29,12:55:27,EDT,,"Chicago, IL","Locally, judging by Nextdoor, Comcast has faster speeds but more outages than AT&T.
"
143,1299752016864931840,2020-08-29,12:53:23,EDT,,looking for Atlantis,"I was really too under the weather earlier, heatwave + fatigue + power outage+ perimenopausal PMS is not a happy combination. Saturday has not been productive at all. And I think it can't be helped.
"
144,1299749348377387013,2020-08-29,12:42:47,EDT,,United State of America,"Latest power outages, fires leave Calif. residents outraged at Gov. News...  https://youtu.be/eUM4rYJE5s0  via @YouTube @GavinNewsom  One of the main reasons why you don't want people to be able to vote in person. Afraid of the Recall vote.
"
145,1299741591813476352,2020-08-29,12:11:58,EDT,,"Philadelphia, PA","Update. Our TN site is down. Possible Power issue and SDWAN outage. Happens at our highest vol site during our highest vol time (end of month).  Too bad I warned everyone this could happen a year ago and leadership rejected my findings. I guess NIST isn't good enough for them. 🤷‍♂️  https://twitter.com/BrandonPonzio/status/1299613240964657152 …
"
146,1299730974335352834,2020-08-29,11:29:46,EDT,,He/him,"Update on park west: told us power outage from 12:30-5:30 Didn’t go out until 1:30 Still out rn at 8:30  They really need to at least give us stairs we can come back in through for this shit
"
147,1299727576831856640,2020-08-29,11:16:16,EDT,,"Toms River, NJ","Welp, power outage fried the exhaust fan at the restaurant so we can't cook anything today. Hello there, unexpected day off.  pic.twitter.com/VvPfXYA7e0
"
148,1299722871296716805,2020-08-29,10:57:34,EDT,,Nairobi Kenya,"@KenyaPower_Care @KenyaPower Kama kawaida again we are experiencing another power outage at Civil servants area ,k south @ 27768464, its now a norm that we cant go for 2 days without a power outage! why can't your technicians handle this issue once and for all??
"
149,1299715987789447177,2020-08-29,10:30:13,EDT,,"Berlin, Connecticut","The outage map updates every 15 minutes.  The Goshen outage hasn't been active for that amount of time just yet.  If you haven't already, please report the outage here:  http://eversource.com/CustomerCare/R … or by calling us at 1-800-286-2000, or by texting OUT to 23129.
"
150,1299714969869615104,2020-08-29,10:26:11,EDT,,"Charleston, WV","Twice.  Once when I was asked on a date and didn't know it was indoor (we haven't done indoor dining since).  Once when friends were passing through, wanted food, weather sucked, and I couldn't prep food at home because water and power outage.
"
151,1299714807810191367,2020-08-29,10:25:32,EDT,,"Nashville, TN","@NESpower just reported an outage at my house but can’t find a way to report additional pertinent details. There’s a dead limb on the power line coming up my driveway.  Woke up to seeing a fire starting on the limb & then there was a loud pop & the flickering stopped & power died
"
152,1299697423586033664,2020-08-29,09:16:27,EDT,,,"Hahahah 3 way call? I can’t even send out a text or receive one nor make any calls. How are we suppose to work at home during this time with service outage for 3 days.
"
153,1299676182775037955,2020-08-29,07:52:03,EDT,,,"I'm call Thursday morning at 2:15 am when I'm heard the transformer blow.  Our neighborhood has power but our 5 homes.  Why can't we have power too.  Not one Swepco truck has been down our little secrion of street and we've been taken off the outage map.  Why?
"
154,1299668353523634176,2020-08-29,07:20:56,EDT,,CHS,"Match day 1 (feels pretty good to say that) against our good friends from NWO @AWHS_BoysSoccer. JVA & JVB play at 1, Varsity at 3. Wouldn’t be 2020 if we didn’t start the day with a power outage in Copley! @CopleyGirlsSocc follow us to open their season as well good luck ladies!
"
155,1299650441232482304,2020-08-29,06:09:46,EDT,,naheen matlab kyun?,"Twin cities facing power outage for 3 hours at a stretch every evening + Bijli keeps playing hide n seek too even though it isn't raining here. We've to be vigilant about electric appliances. What's happening? @IESCO_Official
"
156,1299635621925916672,2020-08-29,05:10:52,EDT,,"San Antonio, TX","But the last 2 times that happened, the tech showed up to address a complete internet outage, which is frustrating. At least now the person who responded via Twitter was honest enough to say they can't promise a senior tech
"
157,1299626675181891590,2020-08-29,04:35:19,EDT,,Nigeria,"Who told you that? I have experienced where didn't even have fuel in the generator and there was power outage. This happened at their Ikwerre road branch opposite St Andrew- Ph
"
158,1299613115546587136,2020-08-29,03:41:27,EDT,,"Michigan, USA","fema: RT @HHSGov: Floods and power outages from #HurricaneLaura can quickly contaminate food. Discard perishable food — like meat, poultry, fish, eggs, and milk — that has been in a refrigerator or freezer at or above 40° F for 2+ hours. When in doubt, t…  pic.twitter.com/onmlqbdjjg
"
159,1299602150339813377,2020-08-29,02:57:52,EDT,,,"Complaint no. 6013488418 of 28 Aug. We had power outage of more than 27 hrs yesterday & now again for more than 6 hours since 0550 hrs today morning..why can't your teams resolve the ""technical"" issues once and properly? Pls restore it at the earliest
"
160,1299600934146895872,2020-08-29,02:53:02,EDT,,,"This is quite devastating... It's been over two weeks now being in periodical black out. At Sunton, Power outage in a particular parten and no one @kplc cares. Business at stand still, communication dwarfed etc.... Why?????? Or don't we pay enough tax???
"
161,1299593603124047872,2020-08-29,02:23:54,EDT,,"Rubidoux, CA","At least with this power outage, I can just pretend she just didn't see my message and not ignored it lol
"
162,1299583809017520128,2020-08-29,01:44:59,EDT,,"Québec, CA","Well that blows. LIKE YOUR ELECTR— no sorry that was bad  Srsly tho, I hope you didn’t lose anything too expensive or irreplaceable. And at least it’s less than a week to wait, and then no more annoying outages. So there’s that.
"
163,1299570863944208390,2020-08-29,00:53:33,EDT,,,"It doesn't work that way down here but ok. It is just wrong this happens so often at my house. I have been documenting how many times and how long outages last for a couple yrs now. We pay our bill on time. Weve lost so much food and its shameful. They should have us tied into
"
164,1299554647208857601,2020-08-28,23:49:07,EDT,,"Federal Capital Territory, Nig","@aedcelectricity power outage at 4:46am, I don’t think this is fair at all.
"
165,1299553322689605632,2020-08-28,23:43:51,EDT,,Australia,"Hey David, all planned outages are notified to your provider. As we don't have account information at nbn, your provider will be able to advise you of any planned works that may effect your service. ^Rosemary
"
166,1299547326068002816,2020-08-28,23:20:01,EDT,,"Salem, MA","😂 People do this at every power outage. They do this when there isn't a power outage and they've decided to run a generator in a workshop or basement. People don't pay attention to instructions. Natural disasters have nothing to do with it.
"
167,1299542566178783232,2020-08-28,23:01:06,EDT,,"Kansas, USA","Among the things that keep me up at night, this is one. And we haven’t even talked about unscheduled downpowers, unplanned outage extensions, and other shenanigans!
"
168,1299540393629900801,2020-08-28,22:52:28,EDT,,,"First the exam got stuck. Couldn't move to next question. Started the chat conversation with the proctor. He was going relaunch the exam for me. And this when I lost power at my place. Been an hour since the power outage, the proctor has still not called me.
"
169,1299523431327625217,2020-08-28,21:45:04,EDT,,"Berwick, Victoria","Anyone know where .@LilyDAmbrosioMP is???? Power outages in Dandenong Ranges and surrounding suburbs for up to 5 days, Min for Energy hasn't tweeted or made any comment at all  This Govt are experts at Tweets to announce new initiatives, but not to support people in time of need
"
170,1299517310626140168,2020-08-28,21:20:45,EDT,,,"Please DM me if you need any assistance (don't worry, they won't be meaningless & automated). Being in @KElectricPk neighbourhood has brought us special privileges of having the longest power outage in DHA. But we can help each other at least.
"
171,1299498398622642176,2020-08-28,20:05:36,EDT,,"Mountain View, CA","Hmm. The Apps Status Dashboard ( http://google.com/appsstatus ) doesn't show any outages at this time. Can you try clearing cache and cookies?
"
172,1299475219183071233,2020-08-28,18:33:29,EDT,,Melbourne Australia,"The unplanned incident wasn’t with my provider it was with you guys at the NBN The outage was from around 6pm Thursday night. I checked your website which said there was no disruptions.  Over 6hrs later your website was finally updated reflecting the outage. Pls see screen grab  pic.twitter.com/7fthL2QioS
"
173,1299475183204401153,2020-08-28,18:33:21,EDT,,Emerald City,"Texas Louisiana hear this. Hit by a Cat 4 hurricane & tRrump hasn't tweeted abt it once in 27 hrs b4 making landfall. That's 36 tweets ago & since flooding, power outage, people dead, biz & homes leveled but at least you know he's headed to NH.  Does he love U or just need U?  https://twitter.com/realDonaldTrump/status/1299452353662406656 … pic.twitter.com/6c7Nek15Sd
"
174,1299464269625425920,2020-08-28,17:49:59,EDT,,"Mountain View, CA","Hi there. Hmm. The Apps Status Dashboard ( http://google.com/appsstatus ) doesn't show any outages at this time. Can you try clearing cache and cookies?
"
175,1299453842183131136,2020-08-28,17:08:33,EDT,,,"When you’re under tornado watch and the news says the sirens aren’t working due to a power outage I begin to get concerned. Oh btw, water, snacks, sanitizer, masks and social distancing in effect at shelters. WTF.
"
176,1299452336981639169,2020-08-28,17:02:34,EDT,,"Skiatook, OK","Is THIS what should be bringing our outage? These are politicians, not pastors. He's pushing the American agenda & didn't follow with ""...author and perfector of our faith."" Is this REALLY worthy of our RAGE? Perhaps we direct Godly rage at one of the myriad of worthy offenses.
"
177,1299447223252549633,2020-08-28,16:42:15,EDT,,,"@ATT Lafayette, La Fiber outage multiple locations across town reporting offline
"
178,1299442576467075078,2020-08-28,16:23:47,EDT,,MANY MANY MANY,"Ain’t nobody checked on me or invited me to stay at their place with these power outages....bet   Now not one of you heifers better txt me Hey strangers when I get to acting different
"
179,1299439546241777665,2020-08-28,16:11:44,EDT,,,"we don’t have no power for AT LEAST the next week 😭😭 all stores are closed cuz of power outage.. half the city is destroyed. All gas stations can’t supply gas in a 50 mile radius. 😭 but I’m fine friend! How are you?
"
180,1299436827414269952,2020-08-28,16:00:56,EDT,,"Long Island, NY","Crap. My parents just lost power. I’m wondering if we should just go out now and buy ice in case we lose power as well. PSEG is really dropping the ball here. There isn’t even any weather going on at the moment and yet, there are outages all over the island.
"
181,1299427513526038529,2020-08-28,15:23:56,EDT,,"Cadillac, MI","After some 'minor' technical issues from yesterday's power outage, I am finally going live now and gonna have a peek at #GhostsofTsushima. Bit late to the party, I know, but wasn't sure it was for me.  Let's find out!   https://Twitch.tv/Lrbearclaw 
"
182,1299421982564536321,2020-08-28,15:01:57,EDT,,University System of Georgia,"USG Services Status Identified: AT&T has isolated the problem affecting the sites in the outage to a hub location in Atlanta. We have not received an ETR at this time.  http://stspg.io/3hpml90t1yth?u=zm1814x7l922 …
"
183,1299420702815203336,2020-08-28,14:56:52,EDT,,USA,"Dude#1 at @CoxComm, “it’s been almost 10 days without an issue.”  Dude#2, “hold my beer.”  Internet outage for no reason.  RING!  *automated message* 🚨theres an outage in your area🚨  Caller, “but I haven’t told you where I live...”
"
184,1299417619959812101,2020-08-28,14:44:37,EDT,,"Fort Polk, LA","Came to town but everything is still closed due to power outage so now we are struggling to find food that won’t go bad but can also be eaten at room temp. Fml x3  At least we have dog food and water for the Doggos.
"
185,1299415966468759552,2020-08-28,14:38:03,EDT,,Home of the 2017 CWS Champs!🐊,"Wellll....just found out @ATT has an internet  outage of over 3K people. My wife should be working and my kid turning in his 1st week of school work. Great....just great & I wanted to watch #JackieRobinsonDay baseball....ugh
"
186,1299412210016550915,2020-08-28,14:23:07,EDT,,Arkansas- CashAp: $UnreadDatum,"If we didn't have these power outages, I'm pretty sure I'd never turn everything off at the same time. This really lends perspective.
"
187,1299409601104719872,2020-08-28,14:12:45,EDT,,University System of Georgia,"USG Services Status Investigating: Network Support Services (NSS) is currently investigating a network outage affecting multiple K-12 sites. The outage has been escalated to AT&T. Additional information will be posted here as it become…  http://stspg.io/3hpml90t1yth?u=4dkl6gxf7jdd …
"
188,1299405893570682881,2020-08-28,13:58:01,EDT,,"Overland Park, KS","All services n the area is fact down, due t the outage in the area. However, please know that our Technicians are aware and hard at work to have this resolved in the shortest time possible. -NP
"
189,1299403354045648897,2020-08-28,13:47:56,EDT,,,"Your website to track outages is inaccurate. Last night and this morning it showed the outage at my address as impacting 2900+ customers. Now it’s showing no reported outage and I still don’t power. So 2900+ customers are still without power but you’re showing that as resolved.
"
190,1299397590765776899,2020-08-28,13:25:01,EDT,,Canada,"So yesterday there was a power outage followed by a tornado in my area so I wasn't able to stream yesterday.  I will start streaming today at 2pm EST to make up time.  See you there :)
"
191,1299384439026352130,2020-08-28,12:32:46,EDT,,Canada & United States,"Hi James - sorry for the trouble you are experiencing! I don't see outages at this time.  If you have not done so already, can you please open a ticket here:  https://allstream.com/support/canadian-customer-support/ …
"
192,1299370148273336321,2020-08-28,11:35:59,EDT,,"Claremont, CA","@myQConnect the current release of the iOS app is broken at the on boarding screen. It won’t allow you to select the country. You can tap, swipe, whatever on the button and it doesn’t work. It’s not an outage.  pic.twitter.com/64yjyPiBts
"
193,1299360255873347584,2020-08-28,10:56:40,EDT,,United States - My Perspective,".... Hahaha we have @ATT for internet with lightning ⚡ fast speeds. Outages don't occur often. I have zero complaints with them since installed at new house January 2020.... Is @CoxComm that bad? #HumbleBrag pic.twitter.com/6vkc9DwENc
"
194,1299349090724196360,2020-08-28,10:12:18,EDT,,"New York, NY","Can you imagine the outage if Obama had done this? He couldn't even wear a tan suit without criticism. Trump's hillbilly base would foam at the mouth.
"
195,1299346800244121601,2020-08-28,10:03:12,EDT,,"Lexington, Kentucky","Transformers, we had a short internet outage at school starting at about 9:30a! Systems should be back up and running now. Don't worry if you were unable to logon. We apologize for the inconvenience - thanks for being patient as we fix any hiccups!
"
196,1299343690067070977,2020-08-28,09:50:51,EDT,,"Riven, the Shattered Continent","Thanks @ThroneOfDice!  For those who don't know us, we are a actual play ttrpg podcast currently running a weekly D&D 5e and a monthly Power Outage campaign!  We are on all major platforms and you can find all of our stuff at  https://www.ritgeekpodcast.com 
"
197,1299335092930830337,2020-08-28,09:16:41,EDT,,Somewhere In Pakistan,"@KElectricPk Yesterday we were getting uninterrupted power supply in heavy rain. At night you turned off the power supply as precaution, 'checked' the area, 'fixed the faults' and we have had hours of power outage ever since. If it ain't broke, don't touch it!
"
198,1299327609256452102,2020-08-28,08:46:57,EDT,,"Monroe, Louisiana","Ugh no, I haven't heard anything from Entergy and their outage map still doesn't show an estimate. I'm at the Ford dealership now getting a tire fixed/replaced and then tbh I'm most likely heading to AL. I'm not doing f2f lab next Mon anyway.
"
199,1299327070770802690,2020-08-28,08:44:48,EDT,,,"No it's not cause I reported an outage at my house SEVERAL times, and each time I asked your automated system for an update, it said an outage hadn't been reported at my address.
"
200,1299324251519037440,2020-08-28,08:33:36,EDT,,,"I've been laughing at the  city's social media posts, I love reading these! Didn't see a lot of variety before because they were all complaining about the water and power outages lmao City is still in debt but I think that's just because I suck at this lol
"
201,1299319569920729091,2020-08-28,08:15:00,EDT,,Pakistan,"No suspension of mobile networks on orders of the Sindh government today. Most of the outage is because of the rain yesterday, apparently. But even the planned restriction on Ashura doesn't make sense, especially when we have to deal with a disaster, at least for this week.
"
202,1299319503323566080,2020-08-28,08:14:44,EDT,,"Nashville, TN","@ATT fiber outage at my house. Waited a couple days for my service apt yesterday with a 4hr window. No one shows up. They reschedule me 5 days in the future. Rep tells me this is procedure, not enough techs, must get back in line. No guarantee this won’t happen again on that day.
"
203,1299316976393875457,2020-08-28,08:04:41,EDT,,,"@DuquesneLight would be great if you'd even list our outage on your map. I haven't seen it on there since the power went out last night at 7.
"
204,1299314220899741703,2020-08-28,07:53:45,EDT,,"Leeds, England","Well he's 8, so I'm not sure if say well adjusted is the right word. Unless a fascination with burping and breaking wind counts as normal for you.  I can't remember a powercut since the 80s. Suspect no different than internet outages at the office.  1/2
"
205,1299314151878209542,2020-08-28,07:53:28,EDT,,Global,"I really don’t think that’s an accurate way to position this. It’s not helping him to win at all. It’s showing that the outage is strong and that sends a clearer message about the level of engagement. In my opinion.
"
206,1299314102033100809,2020-08-28,07:53:16,EDT,,,"Hi Fiona, I can't find any outages at Kyre exchange. If the fault has been reported then the provider should be able to offer an update to your parents in-law. I really do hope it can be resolve quickly for them. ^Antony
"
207,1299311239617826821,2020-08-28,07:41:54,EDT,,Earth...hopefully,"This also ignores that no network has 100% uptime though, especially not home Internet which wasn't intended for full usage all day.  And if an outage or your line gets cut? At least 24 hours downtime.
"
208,1299303873300004865,2020-08-28,07:12:37,EDT,,Texas,"I want to know why @Entergy can't seem to get the power on in Colmesneil, TX. Calling the outage help line gets me nowhere. They just give out bogus estimated information. At 3:00 yesterday they said power would be on by 10p. At 9p they said by 10p the next day. #ENTERGY #outage
"
209,1299302008218935296,2020-08-28,07:05:13,EDT,,"Memphis, TN","Accident: Summer Ave at Perkins Rd. Car hit pole. This isn’t causing any outages. MPD on scene  pic.twitter.com/j46SEwYTUN
"
210,1299295763290378240,2020-08-28,06:40:24,EDT,,Ottawa,"@HydroOne I have outage alerts set up to receive text updates on 2  phones. Why the call to my home phone at 1am? I'd understand if I chose to be notified that way, but I didn't.
"
211,1299291638875983872,2020-08-28,06:24:01,EDT,,None of your business!,"Note for you, the world doesn’t begin and end in the US. There’d have to be a global energy outage to halt the network. At that point you’ll likely be dead with the rest of us...
"
212,1299287069106278402,2020-08-28,06:05:51,EDT,,Pakistan,"I just noticed I've been getting new followers.. Hi guys, I'm usually very active but currently going through a weather emergency and power outage where I live so I'll only occasionally be able to come online There won't be any art for at least a week 👀
"
213,1299285335927652352,2020-08-28,05:58:58,EDT,,"Johannesburg, South Africa","Reported electrical outage at 8,30 this morning, received a reference number. Can't reach @CityTshwane since 9am. Been on hold for 3 hours. WTH is going on?
"
214,1299284864798261248,2020-08-28,05:57:05,EDT,,"Shreveport, LA","Brutal heat is expected Friday and it couldn't come at a worse time. Join us for KTBS 3 First News for the very latest on the weather and the widespread power outages. >>  https://bit.ly/2OtE5Qt  https://www.ktbs.com/weather/hurricane-tracker/hurricane-laura-devastates-power-grid-in-central-louisiana-nearly-2-700-workers-responding/article_3bda9810-e911-11ea-b1c8-abedc3c458dc.html#utm_campaign=blox&utm_source=twitter&utm_medium=social …
"
215,1299231181381263363,2020-08-28,02:23:46,EDT,,In her dreams,"I tried to sleep through the power outage but that didn’t work. Now I’m up at 12am with no power and a phone that’s almost dead.. great😑
"
216,1299230903932268544,2020-08-28,02:22:40,EDT,,In My Room.,"Whit the c19 and now the power outage. I know we’re busy just she talks to everyone else and seems she doesn’t want to talk to me at all. Only when she needs something. Really just want a honest answer that’s all. If she just shy I can understand that. Also her friend.
"
217,1299222731708219396,2020-08-28,01:50:12,EDT,,Hot ass state,"WOW Guys!! Apparently there was a power outage where I live. PC rebooted & I was resetting up stream for you guys and when I loaded the game...the last saved point was at the very beginning of the TRIAL!!  That means all those beat battles weren't saved!  I guess the game really
"
218,1299206368881070080,2020-08-28,00:45:11,EDT,,,"Disgusted trump and his audience laughed at the fact people in ca are suffering power outages. Could it be due to the massive fires? Instead of laughing at ""joe can't keep the lights on"", use that presidential power to get them turned on!
"
219,1299199184545837056,2020-08-28,00:16:38,EDT,,"Melbourne, Victoria","@AusNetServices struggling to get on top of this outage & also struggling to keep people updated  1.30am 8.00am Now 4pm. Don't think so & There are literally hundreds of communities without power still. Understand the issues but it's not difficult in communicating where you're at
"
220,1299199028157132801,2020-08-28,00:16:00,EDT,,Mississippi,"Are there many power outages in your area? That heat won't help at all if that is the case!
"
221,1299198159936262144,2020-08-28,00:12:33,EDT,,,"at least email is much better designed to handle intermittent outages and connectivity problems than the modern web!  store and forward sure beats ""can't load some javascript library in a couple seconds and the whole thing goes to hell""  pic.twitter.com/xiAe7Bh1sW
"
222,1299190581973995520,2020-08-27,23:42:27,EDT,,Pittsburgh PA,"2 signs today:  Hurricane knocks down confederate statue.  Massive power outages in Pittsburgh due to thunderstorms.   At least I didn't have to watch orange fuhrer shit all over the US, the white house and the Constitution.  #TrumpCrimeFamily #RNCConvention2020
"
223,1299186318296010752,2020-08-27,23:25:30,EDT,,Canada,"There isn't an outage reported in your area. Please contact our Technical Support team at 1-844-310-7873 or chat them via  http://www.bell.ca  to have this further looked into and for immediate assistance.
"
224,1299183996627234816,2020-08-27,23:16:17,EDT,,Somewhere Under A Bad Sign ,"I have 100mbps at my house. I live in a really unique rural cooperative that boosted the shit out of the local network. I haven't experienced an outage in two years so far.  Now I've jinxed myself.
"
225,1299182557729230853,2020-08-27,23:10:34,EDT,,los angeles - milan - treviso,"Laugh line at #RNCConvention -- Trump: ""In CA, just last week...(we saw) tremendous power outages.. nobody's seen anything like it, but we saw that last week in CA. How can Joe Biden claimed to be an ally of the light, when his own party can't even keep the lights on?""
"
226,1299181934132695040,2020-08-27,23:08:05,EDT,,"San Francisco, CA USA","Laugh line at #RNCConvention -- Trump: ""In CA, just last week...(we saw) tremendous power outages.. nobody's seen anything like it, but we saw that last week in CA. How can Joe Biden claimed to be an ally of the light, when his own party can't even keep the lights on?""
"
227,1299181793250349057,2020-08-27,23:07:31,EDT,,"Dripping Springs, TX","At @realDonaldTrump cites #California power outages saying “How can Joe Biden see the light when you can’t keep the lights on?” California’s blackouts are America’s  future if #Biden wins.
"
228,1299180688273481731,2020-08-27,23:03:08,EDT,,Chicago,"@Xfinity I pay over $200 and wife and I work remotely now but get internet outage EVERY DAY for the past month. Affecting work/business. No way to contact an agent for compensation of hours lost. AT&T may get a call from me soon
"
229,1299173555184304128,2020-08-27,22:34:47,EDT,,ATH,"The “power outage” at Camden Yards to keep Ripken’s streak going. Because he said he wouldn’t play that night. Because he found out his wife had hooked up with Costner. ALLEGEDLY.
"
230,1299171072974098433,2020-08-27,22:24:55,EDT,,"Seattle, WA","@Cascadelink hey there, we haven’t had internet since 10 this morning. Do you know why? We live at Alley24 apartments and the customer service guy doesn’t know why we’re experiencing an outage
"
231,1299165622874632192,2020-08-27,22:03:16,EDT,,,"we had a power outage at work today so any online orders at that time didn’t go through and this woman really yelled at me because her food wasn’t ready when she got there. because our power went out.
"
232,1299160312457854979,2020-08-27,21:42:10,EDT,,detroit,"@WOW_WAY @WOWCare haven’t had internet all day...tried to unplug and reset and all I get is the power light staying on. Please let me know if there is a outage in 48239 or if I need to reach out to customer service at this point.
"
233,1299157197256044547,2020-08-27,21:29:47,EDT,,Louisiana,"We observe a period of quiet time on customer outage notifications between 11 p.m. and 7 a.m., so you won’t get text alerts or phone calls from us with outage updates during that time. Get information about outages during quiet times at  http://enter.gy/6011GonCR  pic.twitter.com/7ttRqn16qt
"
234,1299157164439805953,2020-08-27,21:29:39,EDT,,"Jackson, Mississippi","We observe a period of quiet time on customer outage notifications between 11 p.m. and 7 a.m., so you won’t get text alerts or phone calls from us with outage updates during that time. Get information about outages during quiet times at  http://enter.gy/6017GoVbX  pic.twitter.com/RRNxGQVm3t
"
235,1299155914608513024,2020-08-27,21:24:41,EDT,,"Houston, TX","although we weren’t hit by the storm (thankfully), we have been out of power since 2:20 pm. apparently the main power lines are in east tx/louisiana and got damaged from the storm.   we are at my in laws house now and school got cancelled again for tomorrow bc of the outages 🥵
"
236,1299153776318861317,2020-08-27,21:16:12,EDT,,"Greenville, SC","Is @ATT having some sort of outage? TV just went out and restart has not helped. Tried restarting the TV box and router with no luck. What’s up??
"
237,1299147511194480640,2020-08-27,20:51:18,EDT,,"Houston, TX","....I don’t need a map on the outages. I’ve been sitting at home for the past 6 hours without power. At this point it’s hotter in the house than it is outside.  https://twitter.com/entergy/status/1299089339834658822 …
"
238,1299145817966559232,2020-08-27,20:44:34,EDT,,#SupportGreatContent,"So if things weren't bad enough already here in Melbourne, the storm last night caused a power outage at the main water filtering facility. Yarra Valley Water has issued a contamination warning for 88 suburbs to not drink the water until further notice -_-  https://www.3aw.com.au/do-not-drink-contaminated-water-warning-for-88-melbourne-suburbs/?fbclid=IwAR3V_Pes7XOQnQzpvbh3KFj01llwFMHHCVBXdLQQLJjO5jI44-0u9ICtp4U …
"
239,1299144536917123072,2020-08-27,20:39:29,EDT,,"El Dorado, AR","Also can’t say enough about the staff at @CamdenArkNews and @magbannernews. They also worked together through power outages and nasty storm conditions.
"
240,1299139730970476545,2020-08-27,20:20:23,EDT,,"Pittsburgh, PA","That sad moment when you can’t watch @AEWrestling because you have a power outage at home
"
241,1299139727304556546,2020-08-27,20:20:22,EDT,,Hell. ,"Man. I legit can’t wait. If all things work out. I talked to the dude and told him I do have to be back at powersouth to finish an outage there in a month. Lmaooooo
"
242,1299136737864814593,2020-08-27,20:08:29,EDT,,"London, Ontario","You know you’re a #AEWDynamite fan when you don’t have any power at your house because of an outage so you book a hotel room just to have wifi and watch @AEWrestling
"
